title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4217,This Life to the Next,DRAMA,"jojoohee,YUNO",FRIDAY,5,125139,8.89,1497985,149460,ONGOING,True,"Isaeng and Jeongto were inseparable childhood friends until Jeongto’s father died tragically at the hands of a bitter soul. These two friends reunite ten years later as adversaries: Isaeng guides souls to the afterlife, while Jeongto gives souls another chance to live. After all this time, can these two work out their issues? And what do the Kings of Hell have to do with all of this?"
4216,Noise From Upstairs,THRILLER,Yangsong,TUESDAY,5,45032,8.52,872174,77505,ONGOING,True,"What would you do if your neighbor didn’t stop making noise? People think of Si-u Seo as a nice guy, but when his upstairs neighbor refuses to stop making noise, he gradually becomes consumed by his desire for revenge despite the fact that his neighbor is dangerous. Si-u will stop at nothing to ruin his neighbor’s life, even if it means burning his own life to the ground."
4215,Knight Under My Heart,ACTION,"Routine.  j,HAN SungWoo,RASNE",SATURDAY,11,147406,8.68,1467838,114776,ONGOING,False,"Have you ever skipped studying to play video games? Unfortunately for high school senior Yushin Lee, the stakes are a little higher than flunking, as he finds himself trapped in a VR-based MMORPG. Yushin was selected to beta test the game, only to be forced to fight for his life in a seemingly endless loop. What was supposed to be a light distraction from the stress of high-school life becomes a desperate struggle for survival as Yushin battles his way through REAL Online, a dark fantasy world created by a mysterious tech company with uncertain motives."
4212,Never-Ending Darling,THRILLER,Woollee,TUESDAY,14,118869,9.74,1743505,226372,ONGOING,False,"Ha-im Yun lives in a world where people register their DNA into cloning databases, a world where human suffering has basically been eradicated. The brilliant mind behind this cloning technology is none other than Ha-im’s boyfriend of five years, Geunhu Ji. Their relationship isn’t perfect, but they make it work -- or so Ha-im thinks, until she finds a dead body at her boyfriend’s house… and the dead body is hers. The next day, she wakes up with no recollection of the previous day until she finds a note from herself in her room…
“Ha-im, if you’re reading this, you’re a clone.”"
4210,Time and Reason,ROMANCE,Colabear,FRIDAY,14,102346,8.65,1015245,98443,ONGOING,False,"10 years ago, Banji and Baek-yeong, along with his three younger siblings, spent their happiest moments together. It seemed like time would last forever. But one day, it all came crashing down and Banji and Baek-yeong parted ways. 10 years later, the two fatefully meet again as coworkers, but Banji pushes Baek-yeong away. As for Baek-yeong, he is determined to reconnect with Banji because he doesn’t want to lose her again. Will Banji and Baek-yong be able to rekindle the relationship they once had?"
4209,Twilight Poem,FANTASY,"Kim Suji,MIDNIGHT STUDIO",WEDNESDAY,14,212529,9.77,2739673,349371,ONGOING,False,"Soru is a princess born from illegitimacy, and able to see ghosts although she is completely blind. Jahyeon is a heroic general who possesses the sun’s aura which can chase away spirits. Yato is the deadliest and most beautiful ghost, but his heart can’t feel anything. Soru and Jahyeon become bound to one another in an undesired marriage, but they both need each other –- she needs his aura, he needs her divine blood. As Soru’s unconditional sacrifice and love toward Jahyeon slowly melts his frozen heart, the same happens to Yato’s emotionless heart. All three have something that they need and want from one another. Could they become the salvation they need for one another?"
4208,Maybe Meant to Be,ROMANCE,"honeyskein,damcho",FRIDAY,15,773054,9.71,13652087,1293164,ONGOING,False,"Jia Han, a 32-year-old freelancer with no work, is tired of her parents nagging her to get married and finally move out. When she runs into her childhood friend, Mincheol Jin, who is also feeling the same pressure from his parents, she blurts out that they should just get married to solve both of their problems. Little did she know he’d accept her suggestion, and she suddenly finds herself thrust into marriage. A story of an unexpected romance that’ll have you scrolling for more!"
4188,Teenage Dragon,COMEDY,Peanut,TUESDAY,14,58251,9.64,988683,125738,ONGOING,False,"“Hi! My name is Minji Kim. I used to be a teenage girl but after waking up from a nap one day, I turned into a fugly lizard! I want to go home! Somebody help! Wait… but, if I'm in this strange body, who’s in mine?!”

Minji is a high school girl living a normal life in an ordinary world. After waking up from her usual nap in class one day, she discovers that she has transformed into a powerful dragon who lives in an out-of-the-ordinary land. Minji forms a group of eccentric friends by using her wits, and together they embark on a journey to help Minji find her way back to her own world. Will Minji ever be able to return home?
"
4187,Phone Addict,ROMANCE,"HD,8",SATURDAY,14,165369,9.5,2266577,252317,ONGOING,False,"Do you ever find yourself glued to your phone screen all day? Such is the case for Damu Ju, a girl in her third year of high school who has a particular attachment to her relatively ancient smartphone of ten years. All she wants is to graduate quietly with no trouble, but her high school life becomes anything but ordinary when one day, her smartphone transforms into a cute human boy – who still functions as a phone!"
4182,Disconnected from Reality,THRILLER,"HHAANN,LIMYE",SUNDAY,19,103156,9.2,1520374,156477,ONGOING,False,"“Please help! I’ve been kidnapped by this man. Please call the police!”
Just like any other night, Hyeseong spends his time playing games with an online friend, Nana. But when Nana goes AFK and accidentally leaves his mic on, Hyeseong hears the voice of a panicked girl crying for help, saying she’s been kidnapped.
Once Nana gets back, he sounds suspicious of Hyeseong, even asking questions that sound like he’s trying to gauge Hyeseong’s reaction. Despite Hyeseong trying to act as natural as possible, Nana insists on meeting IRL…"
